8189	0	829	1
3108	0	315	1
2758	0	279	1
9195	0	935	1
107	0	10	1
3751	0	378	1
3495	0	350	1
4357	0	445	1
2979	0	302	1
7016	0	714	1
317	0	31	1
8906	0	903	1
6802	0	693	1
7409	0	751	1
415	0	42	1
4101	0	415	1
4335	0	443	1
4319	0	441	1
1347	0	138	1
707	0	71	1
6653	0	678	1
6255	0	637	1
6472	0	659	1
3671	0	370	1
1395	0	143	1
7439	0	754	1
1714	0	175	1
9817	0	992	1
9481	0	959	1
2105	0	214	1
7425	0	752	1
2904	0	294	1
6662	0	678	1
7128	0	725	1
2947	0	299	1
9659	0	976	1
4900	0	499	1
6945	0	707	1
6903	0	703	1
783	0	79	1
7307	0	744	1
6486	0	661	1
7086	0	721	1
8649	0	877	1
1593	0	163	1
9831	0	994	1
2606	0	264	1
2405	0	244	1
2883	0	292	1
1517	0	156	1
4231	0	427	1
1071	0	108	1
8796	0	892	1
3794	0	382	1
4975	0	507	1
7057	0	718	1
3462	0	351	1
2237	0	227	1
8237	0	834	1
80	0	8	1
4972	0	506	1
5493	0	561	1
3870	0	389	1
4419	0	451	1
1565	0	160	1
6750	0	687	1
2718	0	275	1
4063	0	411	1
1305	0	131	1
35	0	3	1
2327	0	236	1
9125	0	928	1
8521	0	864	1
6112	0	623	1
5514	0	563	1
1094	0	110	1
3498	0	352	1
9442	0	957	1
303	0	30	1
9146	0	930	1
4296	0	439	1
8462	0	859	1
7610	0	771	1
3809	0	383	1
2669	0	270	1
2832	0	284	1
4185	0	423	1
2920	0	296	1
7372	0	747	1
4025	0	406	1
5728	0	583	1
6162	0	628	1
1866	0	190	1
9730	0	983	1
4189	0	423	1
517	0	52	1
4675	0	478	1
5628	0	574	1
8587	0	871	1
2133	0	217	1
1241	0	125	1
5108	0	522	1
4559	0	465	1
5668	0	573	1
5066	0	515	1
4984	0	507	1
5235	0	535	1
7151	0	729	1
7972	0	807	1
2003	0	204	1
1874	0	191	1
2536	0	257	1
4347	0	444	1
693	0	70	1
8845	0	897	1
6665	0	679	1
3892	0	392	1
6885	0	701	1
8262	0	836	1
2167	0	220	1
663	0	67	1
4592	0	468	1
2097	0	213	1
750	0	76	1
4647	0	474	1
3848	0	387	1
4176	0	422	1
8109	0	821	1
4370	0	446	1
7959	0	806	1
1134	0	114	1
1898	0	193	1
250	0	25	1
310	0	31	1
39	0	3	1
3314	0	335	1
7530	0	763	1
7311	0	745	1
2592	0	263	1
3208	0	325	1
7609	0	771	1
294	0	29	1
9615	0	971	1
8057	0	816	1
9534	0	965	1
7854	0	795	1
3212	0	325	1
1549	0	159	1
7023	0	715	1
7960	0	806	1
7544	0	764	1
6931	0	705	1
8663	0	879	1
8527	0	865	1
6496	0	662	1
673	0	68	1
7725	0	782	1
8661	0	878	1
7225	0	736	1
6416	0	654	1
5497	0	561	1
4258	0	433	1
1204	0	121	1
482	0	49	1
3458	0	351	1
1503	0	154	1
6655	0	678	1
623	0	63	1
3615	0	363	1
3689	0	371	1
2081	0	211	1
8187	0	829	1
5986	0	610	1
1234	0	124	1
7669	0	777	1
5119	0	523	1
7894	0	799	1
4177	0	422	1
2446	0	248	1
645	0	65	1
8841	0	896	1
9419	0	954	1
1110	0	112	1
5200	0	531	1
3327	0	337	1
9169	0	932	1
5196	0	531	1
5993	0	611	1
1884	0	192	1
9133	0	929	1
3432	0	347	1
8770	0	889	1
6021	0	614	1
5091	0	517	1
4490	0	458	1
3123	0	316	1
7799	0	790	1
8308	0	841	1
2747	0	278	1
6839	0	696	1
9813	0	992	1
3873	0	390	1
1342	0	136	1
5102	0	522	1
7373	0	747	1
1861	0	189	1
302	0	30	1
6003	0	612	1
5230	0	534	1
2091	0	212	1
106	0	10	1
4940	0	503	1
3185	0	322	1
8412	0	854	1
9373	0	952	1
8996	0	912	1
7298	0	743	1
2513	0	255	1
4494	0	459	1
3728	0	375	1
4944	0	503	1
96	0	9	1
2972	0	301	1
8526	0	865	1
9117	0	927	1
7375	0	747	1
119	0	11	1
2166	0	220	1
5752	0	586	1
3373	0	341	1
320	0	32	1
33	0	3	1
2504	0	254	1
8076	0	818	1
7719	0	782	1
1724	0	176	1
2286	0	232	1
7893	0	799	1
9610	0	971	1
5739	0	585	1
9342	0	949	1
1380	0	142	1
8784	0	891	1
581	0	59	1
345	0	34	1
1264	0	127	1
258	0	25	1
9589	0	970	1
7964	0	806	1
4651	0	474	1
31	0	3	1
5670	0	573	1
1445	0	148	1
30	0	3	1
2796	0	283	1
4796	0	490	1
5981	0	610	1
7614	0	771	1
6117	0	624	1
4368	0	446	1
3352	0	339	1
1043	0	104	1
6108	0	623	1
3514	0	353	1
5138	0	525	1
5705	0	581	1
8867	0	899	1
7321	0	746	1
3158	0	320	1
3186	0	322	1
7608	0	771	1
3714	0	374	1
1177	0	119	1
7284	0	742	1
9791	0	990	1
5092	0	518	1
7083	0	721	1
2071	0	210	1
567	0	57	1
7184	0	732	1
5133	0	525	1
8951	0	908	1
5639	0	576	1
3071	0	311	1
6769	0	689	1
9396	0	950	1
8093	0	819	1
1510	0	155	1
1142	0	115	1
9132	0	929	1
2022	0	205	1
4633	0	473	1
2311	0	234	1
292	0	29	1
754	0	76	1
7820	0	792	1
5212	0	533	1
8741	0	886	1
1716	0	175	1
7945	0	804	1
4199	0	424	1
9328	0	948	1
3991	0	403	1
5081	0	516	1
7790	0	789	1
722	0	73	1
1642	0	167	1
1595	0	163	1
9861	0	995	1
7813	0	791	1
4428	0	452	1
5193	0	531	1
1428	0	147	1
7275	0	741	1
9115	0	927	1
3965	0	399	1
6475	0	660	1
4646	0	474	1
8055	0	815	1
7160	0	730	1
3234	0	327	1
7488	0	759	1
7849	0	795	1
8227	0	833	1
92	0	9	1
4926	0	502	1
5261	0	537	1
4517	0	461	1
7642	0	774	1
2546	0	258	1
9387	0	947	1
9527	0	964	1
1400	0	144	1
3582	0	360	1
839	0	85	1
4750	0	485	1
1964	0	200	1
2111	0	214	1
387	0	39	1
980	0	97	1
9829	0	994	1
9467	0	958	1
6410	0	653	1
5922	0	603	1
372	0	37	1
4834	0	492	1
7879	0	798	1
3292	0	333	1
4770	0	487	1
531	0	54	1
4979	0	507	1
1063	0	106	1
7132	0	727	1
5019	0	500	1
9743	0	984	1
2447	0	248	1
3036	0	307	1
4340	0	443	1
449	0	46	1
7419	0	752	1
88	0	8	1
2983	0	302	1
6767	0	689	1
6052	0	617	1
3613	0	363	1
3055	0	309	1
6375	0	649	1
9336	0	949	1
1211	0	122	1
8443	0	857	1
3449	0	350	1
6923	0	705	1
2631	0	267	1
4100	0	414	1
2489	0	252	1
7743	0	784	1
3597	0	361	1
2775	0	281	1
9564	0	968	1
5657	0	578	1
8482	0	861	1
724	0	73	1
1098	0	111	1
1556	0	159	1
6157	0	628	1
1869	0	190	1
6862	0	699	1
8174	0	827	1
9705	0	980	1
108	0	10	1
5777	0	588	1
4555	0	465	1
1582	0	162	1
7246	0	852	1
5875	0	598	1
4257	0	433	1
6600	0	672	1
5974	0	608	1
1360	0	139	1
4571	0	466	1
6218	0	634	1
7490	0	759	1
8972	0	910	1
3184	0	322	1
1555	0	159	1
8220	0	832	1
7872	0	797	1
5857	0	596	1
2732	0	277	1
7353	0	744	1
6015	0	613	1
5610	0	572	1
4778	0	488	1
5733	0	584	1
8414	0	854	1
509	0	52	1
2522	0	256	1
8390	0	851	1
2591	0	262	1
7542	0	764	1
4488	0	458	1
3004	0	304	1
8000	0	810	1
2861	0	290	1
1195	0	120	1
2907	0	295	1
1136	0	114	1
4910	0	500	1
8765	0	889	1
5937	0	604	1
5906	0	601	1
1584	0	162	1
6127	0	625	1
2619	0	265	1
4485	0	458	1
5804	0	591	1
9851	0	993	1
8240	0	834	1
499	0	51	1
359	0	36	1
8261	0	836	1
3059	0	310	1
2130	0	216	1
575	0	58	1
101	0	10	1
2055	0	209	1
3990	0	402	1
4250	0	432	1
7579	0	768	1
3776	0	380	1
1667	0	170	1
9440	0	957	1
1326	0	133	1
3945	0	397	1
7006	0	713	1
6462	0	658	1
3477	0	348	1
6097	0	622	1
5051	0	513	1
3284	0	332	1
5065	0	515	1
3265	0	330	1
702	0	71	1
486	0	49	1
5181	0	529	1
9260	0	942	1
6284	0	640	1
5839	0	595	1
6948	0	707	1
2394	0	243	1
1946	0	198	1
2092	0	212	1
7653	0	775	1
3003	0	304	1
3544	0	356	1
5912	0	602	1
7210	0	735	1
5898	0	600	1
6340	0	646	1
6154	0	627	1
3960	0	398	1
1769	0	180	1
1686	0	172	1
438	0	44	1
2121	0	215	1
2318	0	235	1
8618	0	874	1
2271	0	230	1
3302	0	334	1
7250	0	739	1
8946	0	907	1
2679	0	271	1
4430	0	452	1
5324	0	544	1
4215	0	426	1
8232	0	833	1
5395	0	551	1
5996	0	611	1
4463	0	456	1
3659	0	368	1
7698	0	780	1
15	0	2	1
1789	0	182	1
1356	0	138	1
2258	0	229	1
2880	0	292	1
8301	0	840	1
6546	0	667	1
7971	0	807	1
7772	0	787	1
1710	0	174	1
4881	0	497	1
3164	0	320	1
2222	0	225	1
6338	0	646	1
332	0	33	1
2666	0	270	1
2932	0	297	1
2439	0	247	1
262	0	26	1
658	0	66	1
5891	0	600	1
9862	0	995	1
8067	0	817	1
6106	0	622	1
1162	0	117	1
8937	0	906	1
7290	0	743	1
8188	0	829	1
7481	0	758	1
366	0	36	1
6975	0	710	1
8627	0	875	1
4514	0	461	1
5208	0	532	1
1580	0	162	1
8045	0	814	1
7775	0	787	1
1750	0	178	1
9771	0	987	1
6431	0	655	1
7853	0	795	1
76	0	7	1
1880	0	191	1
3356	0	339	1
3902	0	393	1
3564	0	358	1
5477	0	559	1
1627	0	167	1
2993	0	303	1
921	0	93	1
6789	0	691	1
3399	0	344	1
4	0	1	1
8861	0	898	1
8154	0	825	1
289	0	29	1
6859	0	698	1
606	0	61	1
3710	0	373	1
4620	0	471	1
2399	0	243	1
4593	0	469	1
4795	0	490	1
8828	0	895	1
2963	0	300	1
135	0	13	1
9801	0	991	1
5760	0	587	1
4076	0	412	1
7679	0	778	1
3272	0	331	1
620	0	63	1
9803	0	991	1
622	0	63	1
6282	0	640	1
9309	0	946	1
6977	0	710	1
589	0	60	1
784	0	79	1
4420	0	451	1
4639	0	473	1
9787	0	990	1
1065	0	106	1
329	0	33	1
2820	0	287	1
5510	0	562	1
1675	0	171	1
6605	0	673	1
3668	0	369	1
6381	0	650	1
4958	0	505	1
8560	0	868	1
8988	0	911	1
5731	0	584	1
8025	0	812	1
4193	0	424	1
8916	0	904	1
9136	0	929	1
3056	0	309	1
9679	0	978	1
939	0	77	1
2968	0	301	1
8733	0	886	1
2343	0	238	1
8781	0	890	1
9808	0	991	1
5586	0	570	1
8734	0	886	1
6851	0	697	1
9297	0	945	1
4814	0	491	1
6837	0	696	1
8564	0	869	1
3032	0	307	1
4114	0	416	1
9012	0	914	1
7399	0	750	1
3286	0	332	1
9742	0	984	1
9301	0	946	1
8928	0	905	1
5765	0	587	1
3282	0	332	1
4010	0	404	1
2783	0	282	1
4198	0	424	1
4141	0	419	1
4282	0	436	1
7512	0	761	1
144	0	14	1
9343	0	949	1
4458	0	455	1
2198	0	223	1
2456	0	249	1
5284	0	540	1
7897	0	800	1
2584	0	262	1
1108	0	112	1
6181	0	630	1
5771	0	588	1
4951	0	504	1
4851	0	494	1
2574	0	261	1
2673	0	271	1
6485	0	661	1
2341	0	237	1
7771	0	787	1
3623	0	364	1
2269	0	230	1
6365	0	648	1
9324	0	948	1
7911	0	801	1
6946	0	707	1
4089	0	413	1
5526	0	564	1
3984	0	402	1
8952	0	908	1
4157	0	420	1
8783	0	891	1
5112	0	523	1
1	0	1	1
9312	0	947	1
542	0	55	1
348	0	34	1
7470	0	757	1
3971	0	401	1
5220	0	533	1
2452	0	249	1
456	0	46	1
6413	0	653	1
2474	0	251	1
6330	0	645	1
5363	0	548	1
5340	0	545	1
6250	0	637	1
131	0	13	1
5124	0	524	1
1563	0	160	1
4883	0	497	1
2293	0	233	1
2440	0	247	1
7394	0	749	1
9439	0	957	1
6123	0	624	1
6843	0	697	1
6253	0	637	1
4462	0	455	1
591	0	60	1
7613	0	771	1
9190	0	935	1
7174	0	731	1
2193	0	223	1
2270	0	230	1
4952	0	504	1
4642	0	473	1
3364	0	340	1
1370	0	141	1
5899	0	601	1
3389	0	343	1
7268	0	740	1
8401	0	852	1
5803	0	591	1
8755	0	888	1
3494	0	350	1
8811	0	893	1
5775	0	588	1
264	0	26	1
3297	0	334	1
7322	0	746	1
4930	0	502	1
7953	0	805	1
1475	0	151	1
6370	0	649	1
7060	0	718	1
2994	0	303	1
3122	0	316	1
315	0	31	1
6527	0	665	1
3382	0	342	1
4298	0	439	1
6266	0	638	1
9107	0	926	1
4466	0	456	1
2498	0	253	1
1846	0	188	1
6553	0	667	1
2863	0	290	1
103	0	10	1
1170	0	118	1
5093	0	518	1
9367	0	952	1
4732	0	483	1
1302	0	131	1
4373	0	447	1
2357	0	239	1
4780	0	488	1
7208	0	734	1
4557	0	465	1
9511	0	962	1
4151	0	420	1
4823	0	492	1
2654	0	269	1
5538	0	565	1
8150	0	825	1
4768	0	487	1
6621	0	674	1
945	0	77	1
3187	0	323	1
2219	0	225	1
2933	0	297	1
6585	0	671	1
9	0	1	1
5398	0	551	1
1778	0	181	1
1742	0	177	1
7615	0	771	1
1405	0	144	1
566	0	57	1
9400	0	950	1
2174	0	221	1
8445	0	857	1
9667	0	977	1
5648	0	577	1
1419	0	146	1
7773	0	787	1
5982	0	610	1
8991	0	913	1
